species,specieskey,genus
Caloplaca ochraceofulva,2610114,Caloplaca
Caloplaca oregona,3430055,Caloplaca
Caloplaca oxfordensis,2610086,Caloplaca
Caloplaca pacifica,10882264,Caloplaca
Caloplaca pallescens,3430001,Caloplaca
Caloplaca paulsenii,7251414,Caloplaca
Caloplaca peliophylla,2609999,Caloplaca
Caloplaca pelodella,3430702,Caloplaca
Caloplaca percrocata,3430674,Caloplaca
Caloplaca perileuca,,Caloplaca
Caloplaca phyllidizans,2610168,Caloplaca
Caloplaca pinicola,2610173,Caloplaca
Caloplaca piscatorica,7906880,Caloplaca
Caloplaca pratensis,9160117,Caloplaca
Caloplaca pseudofulgensia,7186870,Caloplaca
Caloplaca pulchrevirens,3430418,Caloplaca
Caloplaca pygmaea,2610071,Caloplaca
Caloplaca pyracea,7251288,Caloplaca
Caloplaca pyrithrella,3429755,Caloplaca
Caloplaca quadrilocularis,3431209,Caloplaca
Caloplaca queenslandica,5953266,Caloplaca
Caloplaca reptans,8827981,Caloplaca
Caloplaca rouxii,7440027,Caloplaca
Caloplaca rubelliana,2610017,Caloplaca
Caloplaca rubens,3430313,Caloplaca
Caloplaca rubentior,3429688,Caloplaca
Caloplaca rubroaurantiaca,3429999,Caloplaca
Caloplaca ruderum,2609997,Caloplaca
Caloplaca sandwicensis,8524585,Caloplaca
Caloplaca sarcopidoides,3430791,Caloplaca
Caloplaca schoeferi,2610066,Caloplaca
Caloplaca scrobiculata,7251377,Caloplaca
Caloplaca sibirica,3430739,Caloplaca
Caloplaca sideritis,2610028,Caloplaca
Caloplaca sipmanii,7534487,Caloplaca
Caloplaca soralifera,3430451,Caloplaca
Caloplaca sorocarpa,2610185,Caloplaca
Caloplaca spalatensis,3430717,Caloplaca
Caloplaca spitsbergensis,3430635,Caloplaca
Caloplaca spotornonis,3430192,Caloplaca
Caloplaca squamuloisidiata,10589372,Caloplaca
Caloplaca stanfordensis,2610139,Caloplaca
Caloplaca subalpina,5896798,Caloplaca
Caloplaca submergenda,3430647,Caloplaca
Caloplaca subnitida,3429844,Caloplaca
Caloplaca subochracea,7970990,Caloplaca
Caloplaca subpyracella,3429799,Caloplaca
Caloplaca subsaxicola,5953269,Caloplaca
Caloplaca subunicolor,2610177,Caloplaca
Caloplaca syvashica,8184604,Caloplaca
Caloplaca teicholyta,2610158,Caloplaca
Caloplaca tenuata,3430989,Caloplaca
Caloplaca tenuis,3429586,Caloplaca
Caloplaca thuringiaca,3431099,Caloplaca
Caloplaca tominii,9160863,Caloplaca
Caloplaca tornoensis,4281404,Caloplaca
Caloplaca transcaspica,3429998,Caloplaca
Caloplaca turkuensis,7186873,Caloplaca
Caloplaca ulmorum,3430950,Caloplaca
Caloplaca ursina,3430122,Caloplaca
Caloplaca verrucosa,3430767,Caloplaca
Caloplaca virescens,2610115,Caloplaca
Caloplaca viridirufa,3430228,Caloplaca
Caloplaca wrightii,2610130,Caloplaca
Caloplaca xerica,6018475,Caloplaca
Caloplaca yuchiorum,8906559,Caloplaca
Caloscypha fulgens,2593405,Caloscypha
Calosphaeria cryptospora,3458721,Calosphaeria
Calosphaeria cyclospora,2565655,Calosphaeria
Calosphaeria parasitica,2565663,Calosphaeria
Calosphaeria princeps,2565660,Calosphaeria
Calosphaeria pulchella,2565648,Calosphaeria
Calosphaeria pusilla,2565664,Calosphaeria
Calosphaeria wahlenbergii,2565659,Calosphaeria
Calostoma cinnabarinum,8023186,Calostoma
Calostoma cinnabarinum,2524285,Calostoma
Calostoma fuhreri,3356657,Calostoma
Calostoma fuscum,2524287,Calostoma
Calostoma japonicum,5898261,Calostoma
Calostoma junghuhnii,5898257,Calostoma
Calostoma lutescens,9674121,Calostoma
Calostoma ravenelii,6016655,Calostoma
Calostoma rodwayi,2524284,Calostoma
Calvatia arctica,3339876,Calvatia
Calvatia bicolor,3339840,Calvatia
Calvatia boninensis,3339848,Calvatia
Calvatia booniana,3339928,Calvatia
Calvatia candida,6014839,Calvatia
Calvatia connivens,3339859,Calvatia
Calvatia craniiformis,7441914,Calvatia
Calvatia cretacea,3339898,Calvatia
Calvatia cyathiformis,2536054,Calvatia
Calvatia flava,3339925,Calvatia
Calvatia fragilis,7904977,Calvatia
Calvatia fusca,3339873,Calvatia
Calvatia gigantea,2536058,Calvatia
Calvatia lilacina,2536067,Calvatia
Calvatia lloydii,3339878,Calvatia
Calvatia lycoperdoides,7939024,Calvatia
Calvatia nipponica,7733575,Calvatia
Calvatia nodulata,8114575,Calvatia
Calvatia occidentalis,3339855,Calvatia
Calvatia pachydermica,3339916,Calvatia
Calvatia paradoxa,3339856,Calvatia
Calvatia polygonia,3339849,Calvatia
Calvatia pygmaea,3339907,Calvatia
Calvatia rubrotincta,3339887,Calvatia
Calvatia rugosa,3339846,Calvatia
Calvatia sculpta,2536065,Calvatia
Calvatia septentrionalis,3339837,Calvatia
Calvatia tatrensis,7242545,Calvatia
Calvatia turneri,3339850,Calvatia
Calvatia violascens,3339862,Calvatia
Calvatiella lioui,3560437,Calvatiella
Calvitimela aglaea,2607201,Calvitimela
Calvitimela armeniaca,2607197,Calvitimela
Calvitimela cuprea,9778352,Calvitimela
Calvitimela livida,9646162,Calvitimela
Calvitimela melaleuca,2607783,Calvitimela
Calvitimela perlata,2607779,Calvitimela
Calvitimela talayana,2607781,Calvitimela
Calycella crocina,,Calycella
Calycella ferruginea,5256148,Calycella
Calycella lenticularis,5256177,Calycella
Calycella lutiseda,7910977,Calycella
Calycella monilifera,5256155,Calycella
Calycella ochracea,5256160,Calycella
Calycella sublenticularis,5256173,Calycella
Calycella terrestris,5256162,Calycella
Calycella uliginosa,5256166,Calycella
Calycellina albida,5496776,Calycellina
Calycellina caricina,5257263,Calycellina
Calycellina chlorinella,5257283,Calycellina
Calycellina dennisii,5496765,Calycellina
Calycellina ericae,5496785,Calycellina
Calycellina fagina,5496782,Calycellina
Calycellina guttulifera,5496777,Calycellina
Calycellina indumenticola,5257248,Calycellina
Calycellina juniperina,5257268,Calycellina
Calycellina lachnobrachya,5521339,Calycellina
Calycellina leucella,5257264,Calycellina
Calycellina lutea,5496770,Calycellina
Calycellina microspis,5257287,Calycellina
Calycellina montana,5496767,Calycellina
Calycellina myriadea,5257291,Calycellina
Calycellina obscura,5496779,Calycellina
Calycellina ochracea,5257272,Calycellina
Calycellina phalaridis,5257252,Calycellina
Calycellina populina,7541010,Calycellina
Calycellina pseudopuberula,5518545,Calycellina
Calycellina punctata,5257274,Calycellina
Calycellina rivelinensis,5257286,Calycellina
Calycellina rosae,5496783,Calycellina
Calycellina rubescens,5257269,Calycellina
Calycellina separabilis,10685565,Calycellina
Calycellina spiraeae,5257297,Calycellina
Calycellina spireae,8129200,Calycellina
Calycellina ulmariae,5519699,Calycellina
Calycellina viridiflavescens,5496773,Calycellina
Calycidium cuneatum,2608603,Calycidium
Calycidium polycarpum,2608601,Calycidium
Calycina alniella,5257168,Calycina
Calycina chionea,5257172,Calycina
Calycina claroflava,7439804,Calycina
Calycina claroflava,8008418,Calycina
Calycina conorum,5257235,Calycina
Calycina cruentata,5241961,Calycina
Calycina discreta,5496886,Calycina
Calycina ellisii,5257237,Calycina
Calycina heterospora,7705407,Calycina
Calycina italica,7812786,Calycina
Calycina lactea,7738726,Calycina
Calycina languida,8332273,Calycina
Calycina macrospora,5256266,Calycina
Calycina marina,7613079,Calycina
Calycina ovalipilosa,5496929,Calycina
Calycina parilis,5257123,Calycina
Calycina scolochloae,7360162,Calycina
Calycina subtilis,8919375,Calycina
Calycina turgidella,5257229,Calycina
Calycina vulgaris,5257138,Calycina
Calyptella albomarginata,10754622,Calyptella
Calyptella campanula,2537382,Calyptella
Calyptella capula,2537371,Calyptella
Calyptella cejpii,3320803,Calyptella
Calyptella cernua,3320823,Calyptella
Calyptella flava,2537365,Calyptella
Calyptella flos-albus,3320806,Calyptella
Calyptella gibbosa,3320812,Calyptella
Calyptella longipes,2537342,Calyptella
Calyptella nivea,3320802,Calyptella
Calyptella pimii,7422491,Calyptella
Calyptella totara,2537366,Calyptella
Calyptosphaeria collapsa,10852666,Calyptosphaeria
Calyptosphaeria tenebrosa,10025893,Calyptosphaeria
Calyptospora columnaris,2516985,Calyptospora
Camarographium stephensii,2588276,Camarographium
Camaropella lutea,2572394,Camaropella
Camaropella pugillus,2572402,Camaropella
Camarophyllopsis albipes,2538352,Camarophyllopsis
Camarophyllopsis atrovelutina,2538391,Camarophyllopsis
Camarophyllopsis darwinensis,2538364,Camarophyllopsis
Camarophyllopsis hiemalis,2538315,Camarophyllopsis
Camarophyllopsis kearneyi,2538396,Camarophyllopsis
Camarophyllopsis microspora,2538331,Camarophyllopsis
Camarophyllopsis phaeophylla,2538384,Camarophyllopsis
Camarophyllopsis roseola,2538300,Camarophyllopsis
Camarophyllopsis rugulosoides,2538393,Camarophyllopsis
Camarophyllopsis schulzeri,2538357,Camarophyllopsis
Camarophyllus apricosus,2538292,Camarophyllus
Camarophyllus aurantiopallens,2538288,Camarophyllus
Camarophyllus canus,2538281,Camarophyllus
Camarophyllus impurus,2538290,Camarophyllus
Camarophyllus patinicolor,3308901,Camarophyllus
Camarops microspora,2572432,Camarops
Camarops petersii,2572416,Camarops
Camarops plana,3454959,Camarops
Camarops polysperma,2572412,Camarops
Camarops spathulata,3454956,Camarops
Camarops tubulina,2572421,Camarops
Camarops ustulinoides,3454962,Camarops
Camaropycnis libocedri,2588210,Camaropycnis
Camarosporidiella elongata,9699540,Camarosporidiella
Camarosporidiella laburni,9792292,Camarosporidiella
Camarosporidiella spartii,9742941,Camarosporidiella
Camarosporium aequivocum,2612384,Camarosporium
Camarosporium ambiens,2612421,Camarosporium
Camarosporium ariae,2612377,Camarosporium
Camarosporium atriplicis,2612414,Camarosporium
Camarosporium berkeleyanum,2612402,Camarosporium
Camarosporium betulinum,2612365,Camarosporium
Camarosporium caprifolii,3513901,Camarosporium
Camarosporium coluteae,7254984,Camarosporium
Camarosporium coronillae,2612388,Camarosporium
Camarosporium crataegi,3513935,Camarosporium
Camarosporium dalmaticum,2612393,Camarosporium
Camarosporium feurichii,2612429,Camarosporium
Camarosporium ilicis,2612430,Camarosporium
Camarosporium incrustans,3513787,Camarosporium
Camarosporium junci,3513919,Camarosporium
Camarosporium karstenii,2612363,Camarosporium
Camarosporium kriegeria,2612420,Camarosporium
Camarosporium laburni,2612372,Camarosporium
Camarosporium lauri,2612369,Camarosporium
Camarosporium macrosporum,2612399,Camarosporium
Camarosporium oreades,2612367,Camarosporium
Camarosporium orni,2612438,Camarosporium
Camarosporium quaternatum,7788608,Camarosporium
Camarosporium quercus,2612401,Camarosporium
Camarosporium ribis,2612376,Camarosporium
Camarosporium rosae,2612392,Camarosporium
Camarosporium roumeguerei,2612404,Camarosporium
Camarosporium rubicola,2612435,Camarosporium
Camarosporium salicinum,2612405,Camarosporium
Camarosporium salicorniae,3513938,Camarosporium
Camarosporium tiliae,2612426,Camarosporium
Camarosporula persooniae,2626473,Camarosporula
Camarotella triphasiae,2571979,Camarotella
Camillea bilabiata,3461031,Camillea
Camillea cyclisca,9575663,Camillea
Camillea leprieurii,3461010,Camillea
Camillea punctulata,3460993,Camillea
Camillea sagrana,2577202,Camillea
Camillea tinctor,2576107,Camillea
Campanella alnetorum,5449476,Campanella
Campanella caesia,5243793,Campanella
Campanella capensis,5449457,Campanella
Campanella elongatispora,5449462,Campanella
Campanella gregaria,5449483,Campanella
Campanella inquilina,5449477,Campanella
Campanella junghuhnii,5243785,Campanella
Campanella podocarpi,5449481,Campanella
Campanella pustulata,5449485,Campanella
Campanella tristis,5243792,Campanella
Camposporium antennatum,2589294,Camposporium
Camposporium cambrense,2589293,Camposporium
Camposporium hyalinum,2589521,Camposporium
Camposporium japonicum,2589290,Camposporium
Camposporium ontariense,2589295,Camposporium
Camposporium pellucidum,2589291,Camposporium
Camposporium quercicola,3474307,Camposporium
Campylomyces heimii,2553321,Campylomyces
Campylomyces tabacinus,2553316,Campylomyces
Campylospora chaetocladia,2589354,Campylospora
Campylospora parvula,2589355,Campylospora
Campylospora tetracladia,3442649,Campylospora
Canalisporium caribense,2591218,Canalisporium
Canalisporium pulchrum,2591219,Canalisporium
Candelabrochaete africana,2542004,Candelabrochaete
Candelabrochaete cirrata,2542011,Candelabrochaete
Candelabrochaete dispar,2542009,Candelabrochaete
Candelabrochaete eruciformis,2542018,Candelabrochaete
Candelabrochaete macaronesica,3362718,Candelabrochaete
Candelabrochaete verruculosa,2542007,Candelabrochaete
Candelabrum brocchiatum,5257978,Candelabrum
Candelabrum japonense,5257975,Candelabrum
Candelabrum macrosporum,5493418,Candelabrum
Candelabrum microsporum,5257976,Candelabrum
Candelabrum spinulosum,5257977,Candelabrum
Candelaria concolor,8732724,Candelaria
Candelaria fibrosa,5260444,Candelaria
Candelaria fruticans,5479102,Candelaria
Candelaria pacifica,5260442,Candelaria
Candelariella aggregata,3434137,Candelariella
Candelariella antennaria,2599897,Candelariella
Candelariella arctica,3434006,Candelariella
Candelariella athallina,6018575,Candelariella
Candelariella aurella,2599908,Candelariella
Candelariella biatorina,2599901,Candelariella
Candelariella blastidiata,10692563,Candelariella
Candelariella borealis,3434023,Candelariella
Candelariella canadensis,3434003,Candelariella
Candelariella citrina,2599898,Candelariella
Candelariella commutata,8665387,Candelariella
Candelariella coralliza,2599918,Candelariella
Candelariella deflexa,3434037,Candelariella
Candelariella deppeanae,2599907,Candelariella
Candelariella efflorescens,2599891,Candelariella
Candelariella faginea,3434049,Candelariella
Candelariella flava,3434002,Candelariella
Candelariella kuusamoensis,7186798,Candelariella
Candelariella medians,2599920,Candelariella
Candelariella oleaginescens,7250612,Candelariella
Candelariella placodizans,3434136,Candelariella
Candelariella reflexa,2599886,Candelariella
Candelariella spraguei,2599894,Candelariella
Candelariella stenospora,3434036,Candelariella
Candelariella subdeflexa,2599887,Candelariella
Candelariella superdistans,3434112,Candelariella
Candelariella terrigena,7250622,Candelariella
Candelariella viae-lacteae,2599903,Candelariella
Candelariella vitellina,8195734,Candelariella
Candelariella xanthostigma,2599888,Candelariella
Candelariella xanthostigmoides,2599904,Candelariella
Candelina mexicana,2599875,Candelina
Candelina submexicana,2599876,Candelina
Candida albicans,2599597,Candida
Candida friedrichii,3480374,Candida
Candida parapsilosis,2599539,Candida
Candida pseudointermedia,3479967,Candida
Candida pseudolambica,3480308,Candida
Candida sake,2599546,Candida
Candida vartiovaarae,3480306,Candida
Candida zeylanoides,2599528,Candida
Canoparmelia alabamensis,3408780,Canoparmelia
Canoparmelia amazonica,2606588,Canoparmelia
Canoparmelia aptata,2606644,Canoparmelia
Canoparmelia caroliniana,2606626,Canoparmelia
Canoparmelia corrugativa,2606597,Canoparmelia
Canoparmelia cryptochlorophaea,2606629,Canoparmelia
Canoparmelia herveyensis,2606580,Canoparmelia
Canoparmelia owariensis,2606639,Canoparmelia
Canoparmelia pustulescens,2606583,Canoparmelia
Canoparmelia raunkiaeri,2606641,Canoparmelia
Canoparmelia texana,2606613,Canoparmelia
Canteria apophysata,2627199,Canteria
Cantharellopsis prescotii,2538209,Cantharellopsis
Cantharellula umbonata,2532395,Cantharellula
Cantharellus albomarginatus,5467012,Cantharellus
Cantharellus alborufescens,5249523,Cantharellus
Cantharellus altipes,7986474,Cantharellus
Cantharellus amethysteus,5249555,Cantharellus
Cantharellus appalachiensis,5467036,Cantharellus
Cantharellus atlanticus,7947622,Cantharellus
Cantharellus atrolilacinus,5249595,Cantharellus
Cantharellus attenuatus,5249602,Cantharellus
Cantharellus borealis,5466939,Cantharellus
Cantharellus californicus,7865102,Cantharellus
Cantharellus camphoratus,5249568,Cantharellus
Cantharellus cascadensis,5249497,Cantharellus
Cantharellus chicagoensis,9668317,Cantharellus
Cantharellus cibarioides,7372864,Cantharellus
Cantharellus cibarius,5249504,Cantharellus
Cantharellus cinereus,5249528,Cantharellus
Cantharellus cinereus,9226626,Cantharellus
Cantharellus cinnabarinus,5249599,Cantharellus
Cantharellus coccolobae,9803955,Cantharellus
Cantharellus concinnus,,Cantharellus
Cantharellus congolensis,5467112,Cantharellus
Cantharellus corallinus,9763335,Cantharellus
Cantharellus croceifolius,5249558,Cantharellus
Cantharellus deceptivus,9702592,Cantharellus
Cantharellus elsae,5249502,Cantharellus
Cantharellus enelensis,9658405,Cantharellus
Cantharellus ferruginascens,5249494,Cantharellus
Cantharellus flavolateritius,9760502,Cantharellus
Cantharellus flavus,7994006,Cantharellus
Cantharellus floridulus,5249526,Cantharellus
Cantharellus formosus,5466954,Cantharellus
Cantharellus friesii,8010163,Cantharellus
Cantharellus friesii,5249500,Cantharellus
Cantharellus fuligineus,5467139,Cantharellus
Cantharellus goossensiae,5466926,Cantharellus
Cantharellus granulosus,,Cantharellus
Cantharellus guyanensis,5249561,Cantharellus
Cantharellus henricii,5249570,Cantharellus
Cantharellus ianthinoxanthus,7684414,Cantharellus
Cantharellus insignis,5249578,Cantharellus
Cantharellus konradii,7884707,Cantharellus
Cantharellus lateritius,7241861,Cantharellus
Cantharellus lewisii,8269489,Cantharellus
Cantharellus lilacinopruinatus,5249490,Cantharellus
Cantharellus lilacinus,5249596,Cantharellus
Cantharellus melanoxeros,5249532,Cantharellus
Cantharellus minor,5249564,Cantharellus
Cantharellus ochraceoravus,5467176,Cantharellus
Cantharellus odoratus,7241880,Cantharellus
Cantharellus persicinus,5249601,Cantharellus
Cantharellus phasmatis,7701489,Cantharellus
Cantharellus pseudominimus,5467078,Cantharellus
Cantharellus romagnesianus,5467096,Cantharellus
Cantharellus roseocanus,7443622,Cantharellus
Cantharellus subalbidus,5466960,Cantharellus
Cantharellus subcibarius,7241872,Cantharellus
Cantharellus subincarnatus,5249533,Cantharellus
Cantharellus subpruinosus,5249498,Cantharellus
Cantharellus tabernensis,5466942,Cantharellus
Cantharellus tenuithrix,7581943,Cantharellus
Cantharellus texensis,7751173,Cantharellus
Cantharellus tubiformis,8274923,Cantharellus
Cantharellus umbriceps,5249605,Cantharellus
Cantharellus velutinus,9791500,Cantharellus
Cantharellus violaceovinosus,9763277,Cantharellus
Cantharellus viscosus,5467161,Cantharellus
Cantharellus wellingtonensis,5249489,Cantharellus
Cantharocybe brunneovelutina,7823354,Cantharocybe
Cantharocybe gruberi,2526682,Cantharocybe
Cantharomyces ancyrophori,3441936,Cantharomyces
Cantharomyces orientalis,2610859,Cantharomyces
Capillipes kalameesii,3487736,Capillipes
Capitotricha fagiseda,3283727,Capitotricha
Capitotricha scabrovillosa,10806951,Capitotricha
Capnobotrys dingleyae,2620093,Capnobotrys
Capnobotrys splendens,11209192,Capnobotrys
Capnocybe spongiosa,2620039,Capnocybe
Capnodium annonae,2619960,Capnodium
Capnodium citri,2619967,Capnodium
Capnodium dematum,3499536,Capnodium
Capnodium elongatum,2619988,Capnodium
Capnodium uniseptatum,2619966,Capnodium
Capnodium walteri,2619990,Capnodium
Capnophaeum fuliginodes,6123773,Capnophaeum
Caprettia nyssogenoides,10801123,Caprettia
Capronia chlorospora,5493347,Capronia
Capronia ciliomaris,5493320,Capronia
Capronia collapsa,7688753,Capronia
Capronia epimyces,5260241,Capronia
Capronia holmiorum,8162306,Capronia
Capronia inconspicua,5260243,Capronia
Capronia juniperina,5493341,Capronia
Capronia macrotricha,5493337,Capronia
Capronia mansonii,5260223,Capronia
Capronia minima,5493314,Capronia
Capronia montana,5493352,Capronia
Capronia moravica,5260242,Capronia
Capronia munkii,5260228,Capronia
Capronia muriformis,8191400,Capronia
Capronia nigerrima,5260232,Capronia
Capronia normandinae,5260249,Capronia
Capronia parasitica,5260226,Capronia
Capronia pilosella,5260244,Capronia
Capronia pleiospora,5260237,Capronia
Capronia polyspora,5493319,Capronia
Capronia porothelia,5493308,Capronia
Capronia pulcherrima,5260235,Capronia
Capronia semiimmersa,5493325,Capronia
Capronia thamnoliae,8388510,Capronia
Capronia vaga,7367738,Capronia
Capronia villosa,5260236,Capronia
Carassea connexa,3391798,Carassea
Carbacanthographis candidata,3417068,Carbacanthographis
